Region,Age,Year,Total_Population
01,2,1979,17623
01,2,1980,17120
01,2,1981,17980
01,2,1982,18877
01,2,1983,17952
01,2,1984,17767
01,2,1985,17550
01,2,1986,18360
01,2,1987,19244
01,2,1988,20163
01,2,1989,20786
01,2,1990,22141
01,2,1991,23027
01,2,1992,24839
01,2,1993,24687
01,2,1994,25369
01,2,1995,24670
01,2,1996,24422
01,2,1997,22488
01,2,1998,21346
01,2,1999,20605
01,2,2000,20768
01,2,2001,20677
01,2,2002,21557
01,2,2003,22251
01,2,2004,23639
01,2,2005,24659
01,2,2006,25611
01,2,2007,25841
01,2,2008,27023
01,2,2009,27688
01,2,2010,28270
01,2,2011,28907
01,2,2012,29819
01,2,2013,28801
01,2,2014,29018
01,2,2015,29534
01,2,2016,29732
01,2,2017,29682
01,2,2018,30051
01,2,2019,29268
01,2,2020,28799
01,2,2021,28352
01,2,2022,28272
01,2,2023,28718
01,3,1968,22001
01,3,1969,22125
01,3,1970,22203
01,3,1971,20341
01,3,1972,19351
01,3,1973,20206
01,3,1974,21343
01,3,1975,20958
01,3,1976,20240
01,3,1977,20307
01,3,1978,18807
01,3,1979,18170
01,3,1980,17388
01,3,1981,17013
01,3,1982,17904
01,3,1983,18760
01,3,1984,17868
01,3,1985,17776
01,3,1986,17566
01,3,1987,18226
01,3,1988,19065
01,3,1989,19944
01,3,1990,20433
01,3,1991,21955
01,3,1992,22986
01,3,1993,24806
01,3,1994,24782
01,3,1995,25278
01,3,1996,24615
01,3,1997,24457
01,3,1998,22433
01,3,1999,21341
01,3,2000,20544
01,3,2001,20621
01,3,2002,20535
01,3,2003,21371
01,3,2004,22031
01,3,2005,23494
01,3,2006,24616
01,3,2007,25618
01,3,2008,25896
01,3,2009,27135
01,3,2010,27719
01,3,2011,28342
01,3,2012,28882
01,3,2013,29945
01,3,2014,28829
01,3,2015,29043
01,3,2016,29583
01,3,2017,29912
01,3,2018,29764
01,3,2019,30116
01,3,2020,29060
01,3,2021,28522
01,3,2022,28268
01,3,2023,28136
01,4,1968,22342
01,4,1969,22228
01,4,1970,22282
01,4,1971,22055
01,4,1972,19980
01,4,1973,19072
01,4,1974,19907
01,4,1975,21120
01,4,1976,20859
01,4,1977,20189
01,4,1978,20159
01,4,1979,18620
01,4,1980,17981
01,4,1981,17207
01,4,1982,16942
01,4,1983,17806
01,4,1984,18727
01,4,1985,17852
01,4,1986,17801
01,4,1987,17499
01,4,1988,18042
01,4,1989,18819
01,4,1990,19728
01,4,1991,20299
01,4,1992,21918
01,4,1993,22977
01,4,1994,24876
01,4,1995,24695
01,4,1996,25251
01,4,1997,24560
01,4,1998,24402
01,4,1999,22356
01,4,2000,21338
01,4,2001,20476
01,4,2002,20549
01,4,2003,20426
01,4,2004,21268
01,4,2005,21922
01,4,2006,23491
01,4,2007,24634
01,4,2008,25648
01,4,2009,25924
01,4,2010,27214
01,4,2011,27812
01,4,2012,28386
01,4,2013,28893
01,4,2014,30017
01,4,2015,28921
01,4,2016,29098
01,4,2017,29709
01,4,2018,30080
01,4,2019,29822
01,4,2020,29928
01,4,2021,28968
01,4,2022,28407
01,4,2023,28110
01,5,1968,20382
01,5,1969,22668
01,5,1970,22345
01,5,1971,22167
01,5,1972,21693
01,5,1973,19635
01,5,1974,18874
01,5,1975,19770
01,5,1976,21063
01,5,1977,20753
01,5,1978,20037
01,5,1979,20000
01,5,1980,18378
01,5,1981,17885
01,5,1982,17217
01,5,1983,16883
01,5,1984,17785
01,5,1985,18791
01,5,1986,17898
01,5,1987,17745
01,5,1988,17400
01,5,1989,17910
01,5,1990,18630
01,5,1991,19575
01,5,1992,20316
01,5,1993,21956
01,5,1994,23100
01,5,1995,24821
01,5,1996,24654
01,5,1997,25291
01,5,1998,24560
01,5,1999,24359
01,5,2000,22393
01,5,2001,21234
01,5,2002,20373
01,5,2003,20478
01,5,2004,20296
01,5,2005,21211
01,5,2006,21962
01,5,2007,23548
01,5,2008,24660
01,5,2009,25786
01,5,2010,26061
01,5,2011,27369
01,5,2012,27905
01,5,2013,28519
01,5,2014,28921
01,5,2015,30027
01,5,2016,29019
01,5,2017,29267
01,5,2018,29837
01,5,2019,30181
01,5,2020,29608
01,5,2021,29741
01,5,2022,28843
01,5,2023,28251
01,6,1968,19248
01,6,1969,20520
01,6,1970,22745
01,6,1971,22221
01,6,1972,21881
01,6,1973,21396
01,6,1974,19393
01,6,1975,18671
01,6,1976,19670
01,6,1977,21005
01,6,1978,20536
01,6,1979,19815
01,6,1980,19763
01,6,1981,18264
01,6,1982,17819
01,6,1983,17182
01,6,1984,16832
01,6,1985,17784
01,6,1986,18790
01,6,1987,17928
01,6,1988,17697
01,6,1989,17264
01,6,1990,17742
01,6,1991,18541
01,6,1992,19599
01,6,1993,20349
01,6,1994,22055
01,6,1995,23152
01,6,1996,24855
01,6,1997,24704
01,6,1998,25292
01,6,1999,24585
01,6,2000,24299
01,6,2001,22345
01,6,2002,21153
01,6,2003,20268
01,6,2004,20393
01,6,2005,20285
01,6,2006,21308
01,6,2007,22071
01,6,2008,23566
01,6,2009,24787
01,6,2010,25884
01,6,2011,26185
01,6,2012,27486
01,6,2013,27971
01,6,2014,28666
01,6,2015,29017
01,6,2016,30142
01,6,2017,29165
01,6,2018,29332
01,6,2019,29885
01,6,2020,29955
01,6,2021,29426
01,6,2022,29616
01,6,2023,28583
01,7,1968,18569
01,7,1969,19425
01,7,1970,20618
01,7,1971,22624
01,7,1972,21851
01,7,1973,21531
01,7,1974,21155
01,7,1975,19221
01,7,1976,18527
01,7,1977,19568
01,7,1978,20830
01,7,1979,20314
01,7,1980,19543
01,7,1981,19595
01,7,1982,18217
01,7,1983,17723
01,7,1984,17147
01,7,1985,16840
01,7,1986,17798
01,7,1987,18733
01,7,1988,17804
01,7,1989,17539
01,7,1990,17158
01,7,1991,17656
01,7,1992,18543
01,7,1993,19605
01,7,1994,20450
01,7,1995,22107
01,7,1996,23190
01,7,1997,24917
01,7,1998,24723
01,7,1999,25298
01,7,2000,24553
01,7,2001,24210
01,7,2002,22289
01,7,2003,21068
01,7,2004,20202
01,7,2005,20354
01,7,2006,20297
01,7,2007,21439
01,7,2008,22200
01,7,2009,23753
01,7,2010,24896
01,7,2011,25992
01,7,2012,26304
01,7,2013,27599
01,7,2014,28074
01,7,2015,28764
01,7,2016,29098
01,7,2017,30397
01,7,2018,29359
01,7,2019,29592
01,7,2020,29833
01,7,2021,29859
01,7,2022,29273
01,7,2023,29378
01,8,1968,17501
01,8,1969,18712
01,8,1970,19498
01,8,1971,20509
01,8,1972,22330
01,8,1973,21615
01,8,1974,21315
01,8,1975,20983
01,8,1976,19146
01,8,1977,18528
01,8,1978,19554
01,8,1979,20652
01,8,1980,20111
01,8,1981,19444
01,8,1982,19535
01,8,1983,18152
01,8,1984,17734
01,8,1985,17212
01,8,1986,16861
01,8,1987,17802
01,8,1988,18648
01,8,1989,17750
01,8,1990,17486
01,8,1991,17153
01,8,1992,17676
01,8,1993,18631
01,8,1994,19723
01,8,1995,20495
01,8,1996,22152
01,8,1997,23223
01,8,1998,24966
01,8,1999,24737
01,8,2000,25283
01,8,2001,24511
01,8,2002,24144
01,8,2003,22267
01,8,2004,21013
01,8,2005,20177
01,8,2006,20430
01,8,2007,20423
01,8,2008,21512
01,8,2009,22348
01,8,2010,23841
01,8,2011,25028
01,8,2012,26123
01,8,2013,26453
01,8,2014,27682
01,8,2015,28125
01,8,2016,28886
01,8,2017,29273
01,8,2018,30541
01,8,2019,29509
01,8,2020,29465
01,8,2021,29757
01,8,2022,29847
01,8,2023,29087
01,9,1968,17565
01,9,1969,17637
01,9,1970,18762
01,9,1971,19348
01,9,1972,20240
01,9,1973,22113
01,9,1974,21431
01,9,1975,21172
01,9,1976,20907
01,9,1977,19116
01,9,1978,18423
01,9,1979,19416
01,9,1980,20415
01,9,1981,20033
01,9,1982,19430
01,9,1983,19455
01,9,1984,18161
01,9,1985,17804
01,9,1986,17217
01,9,1987,16864
01,9,1988,17746
01,9,1989,18563
01,9,1990,17698
01,9,1991,17508
01,9,1992,17220
01,9,1993,17778
01,9,1994,18718
01,9,1995,19759
01,9,1996,20559
01,9,1997,22205
01,9,1998,23259
01,9,1999,24994
01,9,2000,24683
01,9,2001,25213
01,9,2002,24428
01,9,2003,24068
01,9,2004,22157
01,9,2005,21000
01,9,2006,20310
01,9,2007,20585
01,9,2008,20571
01,9,2009,21728
01,9,2010,22490
01,9,2011,24028
01,9,2012,25178
01,9,2013,26252
01,9,2014,26589
01,9,2015,27743
01,9,2016,28310
01,9,2017,29163
01,9,2018,29465
01,9,2019,30741
01,9,2020,29460
01,9,2021,29416
01,9,2022,29766
01,9,2023,29688
01,10,1968,17734
01,10,1969,17697
01,10,1970,17749
01,10,1971,18671
01,10,1972,19202
01,10,1973,20073
01,10,1974,21966
01,10,1975,21333
01,10,1976,21190
01,10,1977,20803
01,10,1978,19030
01,10,1979,18326
01,10,1980,19230
01,10,1981,20299
01,10,1982,19976
01,10,1983,19393
01,10,1984,19488
01,10,1985,18261
01,10,1986,17815
01,10,1987,17258
01,10,1988,16863
01,10,1989,17688
01,10,1990,18494
01,10,1991,17656
01,10,1992,17539
01,10,1993,17318
01,10,1994,17890
01,10,1995,18748
01,10,1996,19838
01,10,1997,20689
01,10,1998,22250
01,10,1999,23269
01,10,2000,25013
01,10,2001,24641
01,10,2002,25175
01,10,2003,24402
01,10,2004,23951
01,10,2005,22137
01,10,2006,21081
01,10,2007,20464
01,10,2008,20700
01,10,2009,20775
01,10,2010,21871
01,10,2011,22633
01,10,2012,24206
01,10,2013,25364
01,10,2014,26424
01,10,2015,26721
01,10,2016,27889
01,10,2017,28538
01,10,2018,29459
01,10,2019,29678
01,10,2020,30730
01,10,2021,29454
01,10,2022,29392
01,10,2023,29687
01,11,1968,17994
01,11,1969,17881
01,11,1970,17813
01,11,1971,17713
01,11,1972,18516
01,11,1973,19047
01,11,1974,19983
01,11,1975,21840
01,11,1976,21222
01,11,1977,21139
01,11,1978,20687
01,11,1979,18932
01,11,1980,18194
01,11,1981,19140
01,11,1982,20334
01,11,1983,19966
01,11,1984,19407
01,11,1985,19573
01,11,1986,18326
01,11,1987,17840
01,11,1988,17251
01,11,1989,16849
01,11,1990,17648
01,11,1991,18521
01,11,1992,17698
01,11,1993,17627
01,11,1994,17474
01,11,1995,17955
01,11,1996,18830
01,11,1997,19940
01,11,1998,20794
01,11,1999,22322
01,11,2000,23327
01,11,2001,25026
01,11,2002,24610
01,11,2003,25106
01,11,2004,24372
01,11,2005,23949
01,11,2006,22279
01,11,2007,21278
01,11,2008,20624
01,11,2009,20899
01,11,2010,20935
01,11,2011,22055
01,11,2012,22855
01,11,2013,24429
01,11,2014,25486
01,11,2015,26538
01,11,2016,26860
01,11,2017,28167
01,11,2018,28748
01,11,2019,29679
01,11,2020,29691
01,11,2021,30723
01,11,2022,29468
01,11,2023,29324
01,12,1968,17948
01,12,1969,18131
01,12,1970,17958
01,12,1971,17768
01,12,1972,17573
01,12,1973,18398
01,12,1974,18941
01,12,1975,19935
01,12,1976,21875
01,12,1977,21178
01,12,1978,21048
01,12,1979,20601
01,12,1980,18829
01,12,1981,18151
01,12,1982,19157
01,12,1983,20278
01,12,1984,19978
01,12,1985,19493
01,12,1986,19626
01,12,1987,18300
01,12,1988,17787
01,12,1989,17213
01,12,1990,16803
01,12,1991,17689
01,12,1992,18542
01,12,1993,17779
01,12,1994,17719
01,12,1995,17534
01,12,1996,18079
01,12,1997,18906
01,12,1998,20044
01,12,1999,20849
01,12,2000,22427
01,12,2001,23321
01,12,2002,25005
01,12,2003,24566
01,12,2004,25068
01,12,2005,24381
01,12,2006,24125
01,12,2007,22450
01,12,2008,21451
01,12,2009,20824
01,12,2010,21080
01,12,2011,21117
01,12,2012,22305
01,12,2013,23063
01,12,2014,24597
01,12,2015,25671
01,12,2016,26725
01,12,2017,27109
01,12,2018,28385
01,12,2019,28956
01,12,2020,29725
01,12,2021,29724
01,12,2022,30730
01,12,2023,29406
01,13,1968,17390
01,13,1969,18035
01,13,1970,18245
01,13,1971,17949
01,13,1972,17667
01,13,1973,17489
01,13,1974,18337
01,13,1975,18897
01,13,1976,19888
01,13,1977,21904
01,13,1978,21100
01,13,1979,20926
01,13,1980,20487
01,13,1981,18800
01,13,1982,18188
01,13,1983,19160
01,13,1984,20310
01,13,1985,20081
01,13,1986,19547
01,13,1987,19663
01,13,1988,18275
01,13,1989,17734
01,13,1990,17206
01,13,1991,16795
01,13,1992,17711
01,13,1993,18656
01,13,1994,17895
01,13,1995,17765
01,13,1996,17624
01,13,1997,18199
01,13,1998,19031
01,13,1999,20142
01,13,2000,20939
01,13,2001,22543
01,13,2002,23327
01,13,2003,24983
01,13,2004,24552
01,13,2005,25101
01,13,2006,24532
01,13,2007,24273
01,13,2008,22612
01,13,2009,21678
01,13,2010,21006
01,13,2011,21293
01,13,2012,21331
01,13,2013,22531
01,13,2014,23312
01,13,2015,24800
01,13,2016,25938
01,13,2017,26972
01,13,2018,27359
01,13,2019,28592
01,13,2020,29010
01,13,2021,29766
01,13,2022,29810
01,13,2023,30721
01,14,1968,16883
01,14,1969,17495
01,14,1970,18154
01,14,1971,18203
01,14,1972,17861
01,14,1973,17574
01,14,1974,17408
01,14,1975,18249
01,14,1976,18867
01,14,1977,19879
01,14,1978,21856
01,14,1979,21048
01,14,1980,20885
01,14,1981,20450
01,14,1982,18834
01,14,1983,18142
01,14,1984,19235
01,14,1985,20391
01,14,1986,20146
01,14,1987,19601
01,14,1988,19713
01,14,1989,18309
01,14,1990,17711
01,14,1991,17223
01,14,1992,16843
01,14,1993,17765
01,14,1994,18756
01,14,1995,17956
01,14,1996,17830
01,14,1997,17719
01,14,1998,18326
01,14,1999,19191
01,14,2000,20240
01,14,2001,21018
01,14,2002,22574
01,14,2003,23372
01,14,2004,24988
01,14,2005,24613
01,14,2006,25265
01,14,2007,24740
01,14,2008,24443
01,14,2009,22836
01,14,2010,21864
01,14,2011,21257
01,14,2012,21559
01,14,2013,21599
01,14,2014,22760
01,14,2015,23538
01,14,2016,25040
01,14,2017,26201
01,14,2018,27266
01,14,2019,27572
01,14,2020,28659
01,14,2021,29079
01,14,2022,29804
01,14,2023,29884
01,15,1968,17572
01,15,1969,17031
01,15,1970,17626
01,15,1971,18173
01,15,1972,18109
01,15,1973,17764
01,15,1974,17546
01,15,1975,17403
01,15,1976,18254
01,15,1977,18901
01,15,1978,19849
01,15,1979,21819
01,15,1980,20961
01,15,1981,20828
01,15,1982,20462
01,15,1983,18807
01,15,1984,18196
01,15,1985,19295
01,15,1986,20471
01,15,1987,20235
01,15,1988,19585
01,15,1989,19711
01,15,1990,18319
01,15,1991,17753
01,15,1992,17273
01,15,1993,16924
01,15,1994,17897
01,15,1995,18820
01,15,1996,18053
01,15,1997,17940
01,15,1998,17856
01,15,1999,18439
01,15,2000,19305
01,15,2001,20358
01,15,2002,21054
01,15,2003,22612
01,15,2004,23425
01,15,2005,25067
01,15,2006,24818
01,15,2007,25461
01,15,2008,24945
01,15,2009,24730
01,15,2010,23097
01,15,2011,22121
01,15,2012,21553
01,15,2013,21819
01,15,2014,21857
01,15,2015,23072
01,15,2016,23823
01,15,2017,25363
01,15,2018,26404
01,15,2019,27466
01,15,2020,27692
01,15,2021,28793
01,15,2022,29210
01,15,2023,29855
01,16,1968,17725
01,16,1969,17921
01,16,1970,17314
01,16,1971,17717
01,16,1972,18151
01,16,1973,18069
01,16,1974,17738
01,16,1975,17604
01,16,1976,17487
01,16,1977,18396
01,16,1978,18948
01,16,1979,19878
01,16,1980,21851
01,16,1981,21057
01,16,1982,20880
01,16,1983,20534
01,16,1984,18944
01,16,1985,18356
01,16,1986,19382
01,16,1987,20625
01,16,1988,20359
01,16,1989,19713
01,16,1990,19748
01,16,1991,18354
01,16,1992,17832
01,16,1993,17375
01,16,1994,17074
01,16,1995,18008
01,16,1996,18958
01,16,1997,18226
01,16,1998,18144
01,16,1999,18001
01,16,2000,18663
01,16,2001,19465
01,16,2002,20472
01,16,2003,21149
01,16,2004,22718
01,16,2005,23571
01,16,2006,25306
01,16,2007,25132
01,16,2008,25746
01,16,2009,25321
01,16,2010,25086
01,16,2011,23512
01,16,2012,22573
01,16,2013,21936
01,16,2014,22251
01,16,2015,22291
01,16,2016,23544
01,16,2017,24302
01,16,2018,25715
01,16,2019,26691
01,16,2020,27649
01,16,2021,27873
01,16,2022,28935
01,16,2023,29326
03,0,1968,3523
03,0,1969,3384
03,0,1970,3427
03,0,1971,3745
03,0,1972,3661
03,0,1973,3538
03,0,1974,3572
03,0,1975,3343
03,0,1976,3120
03,0,1977,3055
03,0,1978,2967
03,0,1979,3148
03,0,1980,3274
03,0,1981,3066
03,0,1982,3026
03,0,1983,3076
03,0,1984,3075
03,0,1985,3431
03,0,1986,3526
03,0,1987,3626
03,0,1988,3766
03,0,1989,4015
03,0,1990,4217
03,0,1991,4345
03,0,1992,4188
03,0,1993,4121
03,0,1994,4097
03,0,1995,3662
03,0,1996,3253
03,0,1997,3123
03,0,1998,3093
03,0,1999,2939
03,0,2000,3104
03,0,2001,3198
03,0,2002,3330
03,0,2003,3459
03,0,2004,3648
03,0,2005,3513
03,0,2006,3781
03,0,2007,3857
03,0,2008,4091
03,0,2009,3985
03,0,2010,4157
03,0,2011,3978
03,0,2012,4110
03,0,2013,3943
03,0,2014,4064
03,0,2015,4215
03,0,2016,4331
03,0,2017,4217
03,0,2018,4311
03,0,2019,4324
03,0,2020,4163
03,0,2021,4310
03,0,2022,4003
03,0,2023,3865
03,1,1968,3552
03,1,1969,3497
03,1,1970,3369
03,1,1971,3420
03,1,1972,3719
03,1,1973,3608
03,1,1974,3511
03,1,1975,3540
03,1,1976,3341
03,1,1977,3155
03,1,1978,3079
03,1,1979,2970
03,1,1980,3129
03,1,1981,3319
03,1,1982,3061
03,1,1983,3027
03,1,1984,3071
03,1,1985,3118
03,1,1986,3451
03,1,1987,3578
03,1,1988,3631
03,1,1989,3818
03,1,1990,4076
03,1,1991,4284
03,1,1992,4373
03,1,1993,4237
03,1,1994,4111
03,1,1995,4076
03,1,1996,3674
03,1,1997,3253
03,1,1998,3118
03,1,1999,3134
03,1,2000,2988
03,1,2001,3137
03,1,2002,3250
03,1,2003,3375
03,1,2004,3496
03,1,2005,3691
03,1,2006,3641
03,1,2007,3864
03,1,2008,3914
03,1,2009,4184
03,1,2010,4057
03,1,2011,4218
03,1,2012,4077
03,1,2013,4191
03,1,2014,4012
03,1,2015,4197
03,1,2016,4415
03,1,2017,4508
03,1,2018,4368
03,1,2019,4447
03,1,2020,4409
03,1,2021,4304
03,1,2022,4395
03,1,2023,4083
03,2,1968,3527
03,2,1969,3533
03,2,1970,3464
03,2,1971,3355
03,2,1972,3352
03,2,1973,3682
03,2,1974,3599
03,2,1975,3438
03,2,1976,3564
03,2,1977,3379
03,2,1978,3178
03,2,1979,3085
03,2,1980,2954
03,2,1981,3116
03,2,1982,3308
03,2,1983,3023
03,2,1984,3011
03,2,1985,3097
03,2,1986,3133
03,2,1987,3465
03,2,1988,3575
03,2,1989,3666
03,2,1990,3853
03,2,1991,4113
03,2,1992,4302
03,2,1993,4378
03,2,1994,4257
03,2,1995,4039
03,2,1996,4025
03,2,1997,3663
03,2,1998,3229
03,2,1999,3141
03,2,2000,3129
03,2,2001,3023
03,2,2002,3160
03,2,2003,3277
03,2,2004,3424
03,2,2005,3524
03,2,2006,3817
03,2,2007,3675
03,2,2008,3928
03,2,2009,3961
03,2,2010,4192
03,2,2011,4093
03,2,2012,4239
03,2,2013,4089
03,2,2014,4248
03,2,2015,4097
03,2,2016,4351
03,2,2017,4596
03,2,2018,4599
03,2,2019,4484
03,2,2020,4493
03,2,2021,4505
03,2,2022,4351
03,2,2023,4467
03,3,1968,3579
03,3,1969,3572
03,3,1970,3552
03,3,1971,3468
03,3,1972,3318
03,3,1973,3333
03,3,1974,3679
03,3,1975,3584
03,3,1976,3480
03,3,1977,3566
03,3,1978,3418
03,3,1979,3196
03,3,1980,3085
03,3,1981,2954
03,3,1982,3146
03,3,1983,3282
03,3,1984,3013
03,3,1985,3036
03,3,1986,3131
03,3,1987,3153
03,3,1988,3480
03,3,1989,3618
03,3,1990,3675
03,3,1991,3899
03,3,1992,4128
03,3,1993,4346
03,3,1994,4389
03,3,1995,4254
03,3,1996,4034
03,3,1997,4020
03,3,1998,3681
03,3,1999,3240
03,3,2000,3189
03,3,2001,3157
03,3,2002,3046
03,3,2003,3164
03,3,2004,3306
03,3,2005,3436
03,3,2006,3669
03,3,2007,3873
03,3,2008,3706
03,3,2009,3952
03,3,2010,3984
03,3,2011,4186
03,3,2012,4137
03,3,2013,4287
03,3,2014,4120
03,3,2015,4354
03,3,2016,4231
03,3,2017,4468
03,3,2018,4707
03,3,2019,4695
03,3,2020,4537
03,3,2021,4597
03,3,2022,4590
03,3,2023,4381
03,4,1968,3617
03,4,1969,3598
03,4,1970,3566
03,4,1971,3548
03,4,1972,3463
03,4,1973,3332
03,4,1974,3313
03,4,1975,3656
03,4,1976,3619
03,4,1977,3524
03,4,1978,3568
03,4,1979,3437
03,4,1980,3175
03,4,1981,3113
03,4,1982,2959
03,4,1983,3134
03,4,1984,3277
03,4,1985,3052
03,4,1986,3062
03,4,1987,3160
03,4,1988,3162
03,4,1989,3554
03,4,1990,3665
03,4,1991,3740
03,4,1992,3909
03,4,1993,4144
03,4,1994,4361
03,4,1995,4354
03,4,1996,4230
03,4,1997,4012
03,4,1998,4020
03,4,1999,3699
03,4,2000,3266
03,4,2001,3213
03,4,2002,3148
03,4,2003,3082
03,4,2004,3181
03,4,2005,3313
03,4,2006,3562
03,4,2007,3692
03,4,2008,3906
03,4,2009,3778
03,4,2010,3975
03,4,2011,4031
03,4,2012,4228
03,4,2013,4151
03,4,2014,4317
03,4,2015,4164
03,4,2016,4462
03,4,2017,4326
03,4,2018,4567
03,4,2019,4826
03,4,2020,4743
03,4,2021,4631
03,4,2022,4681
03,4,2023,4608
03,5,1968,3124
03,5,1969,3644
03,5,1970,3579
03,5,1971,3591
03,5,1972,3571
03,5,1973,3491
03,5,1974,3312
03,5,1975,3324
03,5,1976,3672
03,5,1977,3636
03,5,1978,3542
03,5,1979,3556
03,5,1980,3447
03,5,1981,3193
03,5,1982,3105
03,5,1983,2940
03,5,1984,3149
03,5,1985,3276
03,5,1986,3076
03,5,1987,3084
03,5,1988,3177
03,5,1989,3212
03,5,1990,3580
03,5,1991,3703
03,5,1992,3768
03,5,1993,3938
03,5,1994,4185
03,5,1995,4360
03,5,1996,4331
03,5,1997,4245
03,5,1998,4006
03,5,1999,4048
03,5,2000,3716
03,5,2001,3307
03,5,2002,3234
03,5,2003,3181
03,5,2004,3102
03,5,2005,3191
03,5,2006,3469
03,5,2007,3601
03,5,2008,3741
03,5,2009,3931
03,5,2010,3783
03,5,2011,3977
03,5,2012,4041
03,5,2013,4245
03,5,2014,4194
03,5,2015,4395
03,5,2016,4261
03,5,2017,4601
03,5,2018,4431
03,5,2019,4663
03,5,2020,4895
03,5,2021,4819
03,5,2022,4683
03,5,2023,4712
03,6,1968,2949
03,6,1969,3189
03,6,1970,3637
03,6,1971,3571
03,6,1972,3568
03,6,1973,3587
03,6,1974,3492
03,6,1975,3311
03,6,1976,3340
03,6,1977,3705
03,6,1978,3661
03,6,1979,3556
03,6,1980,3550
03,6,1981,3455
03,6,1982,3199
03,6,1983,3090
03,6,1984,2937
03,6,1985,3172
03,6,1986,3313
03,6,1987,3112
03,6,1988,3099
03,6,1989,3224
03,6,1990,3232
03,6,1991,3641
03,6,1992,3739
03,6,1993,3775
03,6,1994,3966
03,6,1995,4213
03,6,1996,4340
03,6,1997,4345
03,6,1998,4253
03,6,1999,4015
03,6,2000,4062
03,6,2001,3711
03,6,2002,3316
03,6,2003,3239
03,6,2004,3197
03,6,2005,3095
03,6,2006,3350
03,6,2007,3491
03,6,2008,3629
03,6,2009,3778
03,6,2010,3944
03,6,2011,3798
03,6,2012,3995
03,6,2013,4060
03,6,2014,4285
03,6,2015,4255
03,6,2016,4511
03,6,2017,4383
03,6,2018,4715
03,6,2019,4532
03,6,2020,4692
03,6,2021,4960
03,6,2022,4870
03,6,2023,4689
03,7,1968,2859
03,7,1969,2969
03,7,1970,3197
03,7,1971,3644
03,7,1972,3605
03,7,1973,3553
03,7,1974,3573
03,7,1975,3494
03,7,1976,3349
03,7,1977,3384
03,7,1978,3751
03,7,1979,3648
03,7,1980,3546
03,7,1981,3546
03,7,1982,3445
03,7,1983,3176
03,7,1984,3089
03,7,1985,2973
03,7,1986,3202
03,7,1987,3330
03,7,1988,3109
03,7,1989,3142
03,7,1990,3268
03,7,1991,3289
03,7,1992,3662
03,7,1993,3776
03,7,1994,3818
03,7,1995,3955
03,7,1996,4206
03,7,1997,4346
03,7,1998,4365
03,7,1999,4259
03,7,2000,4008
03,7,2001,4100
03,7,2002,3731
03,7,2003,3328
03,7,2004,3258
03,7,2005,3203
03,7,2006,3232
03,7,2007,3368
03,7,2008,3506
03,7,2009,3661
03,7,2010,3792
03,7,2011,3957
03,7,2012,3820
03,7,2013,4024
03,7,2014,4080
03,7,2015,4352
03,7,2016,4314
03,7,2017,4631
03,7,2018,4478
03,7,2019,4782
